venue,venue_key,status,query,place,admin1,country_code,country,latitude,longitude,timezone,countries_voted,source,note
"The Maer Ground, Exmouth",the maer ground exmouth,mapped,Exmouth,Exmouth,England,GB,United Kingdom,50.6172,-3.4023,Europe/London,GB,open-meteo-geocoding,
The Padang,the padang,mapped,Singapore,Singapore,,SG,Singapore,1.2897,103.8501,Asia/Singapore,BT SG SA MV,open-meteo-geocoding,
The Rose Bowl,the rose bowl,mapped,Southampton,Southampton,England,GB,United Kingdom,50.9040,-1.4043,Europe/London,GB AU PK JM TT BB GY LC VC AG GD KN DM IN ZA LK IE NZ KE US BD,open-meteo-geocoding,
The Rose Bowl (Nursery),the rose bowl nursery,mapped,Southampton,Southampton,England,GB,United Kingdom,50.9040,-1.4043,Europe/London,KE AE,open-meteo-geocoding,country not among the archive's votes
"The Rose Bowl, Southampton",the rose bowl southampton,mapped,Southampton,Southampton,England,GB,United Kingdom,50.9040,-1.4043,Europe/London,GB NZ IN ZA AU LK JM TT BB GY LC VC AG GD KN DM IE NL BD PK ZW,open-meteo-geocoding,
"The Royal & Sun Alliance County Ground, Bristol",the royal sun alliance county ground bristol,mapped,Bristol,Bristol,England,GB,United Kingdom,51.4552,-2.5966,Europe/London,GB ZW,open-meteo-geocoding,
"The Saffrons, Eastbourne",the saffrons eastbourne,mapped,Eastbourne,Eastbourne,England,GB,United Kingdom,50.7687,0.2845,Europe/London,GB,open-meteo-geocoding,
"The Village, Malahide",the village malahide,mapped,Dublin,Dublin,Leinster,IE,Ireland,53.3331,-6.2489,Europe/Dublin,GB IE NL JM TT BB GY LC VC AG GD KN DM PG NA PK IN BD NP HK JE JP ZW US OM LK,open-meteo-geocoding,
"The Village, Malahide, Dublin",the village malahide dublin,mapped,Dublin,Dublin,Leinster,IE,Ireland,53.3331,-6.2489,Europe/Dublin,GB IE ZA NL NZ IN BD,open-meteo-geocoding,
The Vineyard,the vineyard,mapped,Dublin,Dublin,Leinster,IE,Ireland,53.3331,-6.2489,Europe/Dublin,NZ IE GB TH ZW CA JP,open-meteo-geocoding,
"The Vineyard, Dublin",the vineyard dublin,mapped,Dublin,Dublin,Leinster,IE,Ireland,53.3331,-6.2489,Europe/Dublin,IE GB,open-meteo-geocoding,
The Wanderers Stadium,the wanderers stadium,mapped,Johannesburg,Johannesburg,Gauteng,ZA,South Africa,-26.2023,28.0436,Africa/Johannesburg,ZA IN PK AU LK GB NZ ZW,open-meteo-geocoding,
"The Wanderers Stadium, Johannesburg",the wanderers stadium johannesburg,mapped,Johannesburg,Johannesburg,Gauteng,ZA,South Africa,-26.2023,28.0436,Africa/Johannesburg,ZA JM TT BB GY LC VC AG GD KN DM IN PK BD NL AU IE GB,open-meteo-geocoding,
"Three Ws Oval, Cave Hill, Barbados",three ws oval cave hill barbados,mapped,Cave Hill,Cave Hill Pen,Saint Ann Parish,JM,Jamaica,18.4620,-77.3739,America/Jamaica,ZA JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
"Thurstan College Ground, Colombo",thurstan college ground colombo,mapped,Colombo,Colombo,Western Province,LK,Sri Lanka,6.9355,79.8487,Asia/Colombo,LK,open-meteo-geocoding,
Tikkurila Cricket Ground,tikkurila cricket ground,mapped,Vantaa,Vantaa,Uusimaa,FI,Finland,60.2941,25.0410,Europe/Helsinki,BG SE LU CZ FI IM RO RS HR GR IL ES CY AT GG SI PT IT TR FR NO EE DK DE,open-meteo-geocoding,
Titwood,titwood,mapped,Glasgow,Glasgow,Scotland,GB,United Kingdom,55.8651,-4.2576,Europe/London,GB IN,open-meteo-geocoding,
"Titwood, Glasgow",titwood glasgow,mapped,Glasgow,Glasgow,Scotland,GB,United Kingdom,55.8651,-4.2576,Europe/London,GB NP NL NA,open-meteo-geocoding,
Tolerance Oval,tolerance oval,mapped,Abu Dhabi,Abu Dhabi,Abu Dhabi Emirate,AE,United Arab Emirates,24.4512,54.3970,Asia/Dubai,AE JE NG CA IE GB OM HK AU,open-meteo-geocoding,
"Tolerance Oval, Abu Dhabi",tolerance oval abu dhabi,mapped,Abu Dhabi,Abu Dhabi,Abu Dhabi Emirate,AE,United Arab Emirates,24.4512,54.3970,Asia/Dubai,GB US AE PG ZW IE TH LK UG NL VU,open-meteo-geocoding,
Tony Ireland Stadium,tony ireland stadium,mapped,Townsville,Townsville,Queensland,AU,Australia,-19.2664,146.8057,Australia/Brisbane,PG IE GB,open-meteo-geocoding,country not among the archive's votes
"Tony Ireland Stadium, Townsville",tony ireland stadium townsville,mapped,Townsville,Townsville,Queensland,AU,Australia,-19.2664,146.8057,Australia/Brisbane,ZW AU,open-meteo-geocoding,
"Toronto Cricket, Skating and Curling Club",toronto cricket skating and curling club,mapped,Toronto,Toronto,Ontario,CA,Canada,43.7064,-79.3986,America/Toronto,CA IE GB,open-meteo-geocoding,
Traeger Park,traeger park,mapped,Alice Springs,Alice Springs,Northern Territory,AU,Australia,-23.6975,133.8836,Australia/Darwin,AU,open-meteo-geocoding,
"Traeger Park, Alice Springs",traeger park alice springs,mapped,Alice Springs,Alice Springs,Northern Territory,AU,Australia,-23.6975,133.8836,Australia/Darwin,AU,open-meteo-geocoding,
"Trafalgar Road Ground, Southport",trafalgar road ground southport,mapped,Southport,Southport,England,GB,United Kingdom,53.6458,-3.0101,Europe/London,GB,open-meteo-geocoding,
Trent Bridge,trent bridge,mapped,Nottingham,Nottingham,England,GB,United Kingdom,52.9536,-1.1505,Europe/London,GB IN JM TT BB GY LC VC AG GD KN DM AU PK ZA LK NZ BD IE,open-meteo-geocoding,
"Trent Bridge, Nottingham",trent bridge nottingham,mapped,Nottingham,Nottingham,England,GB,United Kingdom,52.9536,-1.1505,Europe/London,GB IN NZ AU ZW PK IE JM TT BB GY LC VC AG GD KN DM ZA LK,open-meteo-geocoding,
Tribhuvan University International Cricket Ground,tribhuvan university international cricket ground,mapped,Kirtipur,Ki̇̄rtipur,Bagmati Province,NP,Nepal,27.6785,85.2757,Asia/Kathmandu,NP OM US MV KE BT NA,open-meteo-geocoding,
"Tribhuvan University International Cricket Ground, Kirtipur",tribhuvan university international cricket ground kirtipur,mapped,Kirtipur,Ki̇̄rtipur,Bagmati Province,NP,Nepal,27.6785,85.2757,Asia/Kathmandu,NP NL GB AE NA PG MY OM TH US UG SG CA BD IE ZW BH,open-meteo-geocoding,
Turf City B Cricket Ground,turf city b cricket ground,mapped,Singapore,Singapore,,SG,Singapore,1.2897,103.8501,Asia/Singapore,SG MM,open-meteo-geocoding,
UKM Cricket Oval,ukm cricket oval,mapped,Bandar Kinrara,Bandar Kinrara,Selangor,MY,Malaysia,3.0493,101.6415,Asia/Kuala_Lumpur,MY DK,open-meteo-geocoding,
UKM-YSD Cricket Oval,ukm ysd cricket oval,mapped,Bangi,Bangi,Selangor,MY,Malaysia,2.9000,101.7833,Asia/Kuala_Lumpur,CN VU JE UG BM TH MY SG BT NP,open-meteo-geocoding,
"UKM-YSD Cricket Oval, Bangi",ukm ysd cricket oval bangi,mapped,Bangi,Bangi,Selangor,MY,Malaysia,2.9000,101.7833,Asia/Kuala_Lumpur,MY QA BT SG TH BH NP HK MV AE OM CA VU DK MM CN KW,open-meteo-geocoding,
Udayana Cricket Ground,udayana cricket ground,mapped,Bali,Bali,Bali,ID,Indonesia,-8.3333,115.0000,Asia/Makassar,ID KH PH MM BH KR SE MN TH BT SG CK,open-meteo-geocoding,
United Cricket Club Ground,united cricket club ground,mapped,Windhoek,Windhoek,Khomas Region,NA,Namibia,-22.5594,17.0832,Africa/Windhoek,NA BW KE CA OM NP HK US PG NL UG AE,open-meteo-geocoding,
"United Cricket Club Ground, Windhoek",united cricket club ground windhoek,mapped,Windhoek,Windhoek,Khomas Region,NA,Namibia,-22.5594,17.0832,Africa/Windhoek,NA UG AE ZW US GB NP HK KE NG JE PG TZ CA RW,open-meteo-geocoding,
University Oval,university oval,mapped,Dunedin,Dunedin,Otago,NZ,New Zealand,-45.8742,170.5036,Pacific/Auckland,NZ GB BD LK ZA PK ZW AU JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
"University Oval, Dunedin",university oval dunedin,mapped,Dunedin,Dunedin,Otago,NZ,New Zealand,-45.8742,170.5036,Pacific/Auckland,NZ ZW BD PK JM TT BB GY LC VC AG GD KN DM GB LK ZA,open-meteo-geocoding,
"University Oval, Hobart",university oval hobart,mapped,Hobart,Hobart,Tasmania,AU,Australia,-42.8794,147.3294,Australia/Hobart,AU,open-meteo-geocoding,
University of Dar-es-Salaam Ground,university of dar es salaam ground,mapped,Dar es Salaam,Dar es Salaam,Dar es Salaam Region,TZ,Tanzania,-6.8235,39.2695,Africa/Dar_es_Salaam,TZ MW GH ML LS CM CA,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
University of Dar-es-Salaam Ground 1,university of dar es salaam ground 1,mapped,Dar es Salaam,Dar es Salaam,Dar es Salaam Region,TZ,Tanzania,-6.8235,39.2695,Africa/Dar_es_Salaam,TZ IT BH HK UG SG,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
University of Dar-es-Salaam Ground 2,university of dar es salaam ground 2,mapped,Dar es Salaam,Dar es Salaam,Dar es Salaam Region,TZ,Tanzania,-6.8235,39.2695,Africa/Dar_es_Salaam,UG IT SG BH TZ HK,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
University of Doha for Science and Technology,university of doha for science and technology,mapped,Doha,Doha,Baladiyat ad Dawhah,QA,Qatar,25.2855,51.5310,Asia/Qatar,QA HK AE BT BH SA KH TH,open-meteo-geocoding,
University of Lagos Cricket Oval,university of lagos cricket oval,mapped,Lagos,Lagos,Lagos,NG,Nigeria,6.4541,3.3947,Africa/Lagos,NG SL BW SZ,open-meteo-geocoding,
University of Otago Oval,university of otago oval,mapped,Dunedin,Dunedin,Otago,NZ,New Zealand,-45.8742,170.5036,Pacific/Auckland,NZ,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
"University of Tasmania Stadium, Launceston",university of tasmania stadium launceston,mapped,Launceston,Launceston,Tasmania,AU,Australia,-41.4388,147.1347,Australia/Hobart,AU,open-meteo-geocoding,
Uxbridge Cricket Club Ground,uxbridge cricket club ground,mapped,Uxbridge,Uxbridge,England,GB,United Kingdom,51.5489,-0.4821,Europe/London,GB,open-meteo-geocoding,
VCA Ground,vca ground,mapped,Nagpur,Nagpur,Maharashtra,IN,India,21.1463,79.0849,Asia/Kolkata,IN,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
VRA Cricket Ground,vra cricket ground,mapped,Amstelveen,Amstelveen,North Holland,NL,The Netherlands,52.3008,4.8639,Europe/Amsterdam,IN PK AU,open-meteo-geocoding,country not among the archive's votes
VRA Ground,vra ground,mapped,Amstelveen,Amstelveen,North Holland,NL,The Netherlands,52.3008,4.8639,Europe/Amsterdam,GB NL PG IE UG AE NP BD IM JE IL AT SE TH BE ES CZ NO CA,open-meteo-geocoding,
"VRA Ground, Amstelveen",vra ground amstelveen,mapped,Amstelveen,Amstelveen,North Holland,NL,The Netherlands,52.3008,4.8639,Europe/Amsterdam,NL GB IE PG JM TT BB GY LC VC AG GD KN DM AE TH IM FI,open-meteo-geocoding,
Vanuatu Cricket Ground,vanuatu cricket ground,mapped,Port Vila,Port Vila,Shefa,VU,Vanuatu,-17.7365,168.3137,Pacific/Efate,JP VU PG CK ID WS,open-meteo-geocoding,
Vanuatu Cricket Ground (Oval 2),vanuatu cricket ground oval 2,mapped,Port Vila,Port Vila,Shefa,VU,Vanuatu,-17.7365,168.3137,Pacific/Efate,FJ WS VU ID JP CK PG,open-meteo-geocoding,
"Vassil Levski National Sports Academy, Sofia",vassil levski national sports academy sofia,mapped,Sofia,Sofia,Sofia-Capital,BG,Bulgaria,42.6975,23.3241,Europe/Sofia,BG TR RS GI GR,open-meteo-geocoding,
"Velden Cricket Ground, Latschach",velden cricket ground latschach,mapped,Latschach,Latschach ober dem Faakersee,Carinthia,AT,Austria,46.5561,13.9289,Europe/Vienna,AT BE SI,open-meteo-geocoding,
Vidarbha C.A. Ground,vidarbha c a ground,mapped,Nagpur,Nagpur,Maharashtra,IN,India,21.1463,79.0849,Asia/Kolkata,IN LK GB,open-meteo-geocoding,
Vidarbha Cricket Association Ground,vidarbha cricket association ground,mapped,Nagpur,Nagpur,Maharashtra,IN,India,21.1463,79.0849,Asia/Kolkata,IN AU,open-meteo-geocoding,
"Vidarbha Cricket Association Stadium, Jamtha",vidarbha cricket association stadium jamtha,mapped,Nagpur,Nagpur,Maharashtra,IN,India,21.1463,79.0849,Asia/Kolkata,IN AU GB ZA NZ LK ZW HK BD NL CA JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",vidarbha cricket association stadium jamtha nagpur,mapped,Nagpur,Nagpur,Maharashtra,IN,India,21.1463,79.0849,Asia/Kolkata,IN AU GB NZ,open-meteo-geocoding,
W.A.C.A. Ground,w a c a ground,mapped,Perth,Perth,Western Australia,AU,Australia,-31.9522,115.8614,Australia/Perth,AU GB PK NZ JM TT BB GY LC VC AG GD KN DM LK IN TH ZA BD,open-meteo-geocoding,
Wanderers,wanderers,mapped,Windhoek,Windhoek,Khomas Region,NA,Namibia,-22.5594,17.0832,Africa/Windhoek,UG NA,open-meteo-geocoding,
Wanderers Cricket Ground,wanderers cricket ground,mapped,Windhoek,Windhoek,Khomas Region,NA,Namibia,-22.5594,17.0832,Africa/Windhoek,NA KE UG CA NL AE TZ NP ZW OM PG US HK GB IE,open-meteo-geocoding,
"Wanderers Cricket Ground, Windhoek",wanderers cricket ground windhoek,mapped,Windhoek,Windhoek,Khomas Region,NA,Namibia,-22.5594,17.0832,Africa/Windhoek,NA AE ZW US UG PG CA RW TZ JE NG KE NL OM,open-meteo-geocoding,
Wankhede Stadium,wankhede stadium,mapped,Mumbai,Mumbai,Maharashtra,IN,India,19.0728,72.8826,Asia/Kolkata,IN GB JM TT BB GY LC VC AG GD KN DM NZ LK AU ZA CA,open-meteo-geocoding,
"Wankhede Stadium, Mumbai",wankhede stadium mumbai,mapped,Mumbai,Mumbai,Maharashtra,IN,India,19.0728,72.8826,Asia/Kolkata,IN GB AU NP NZ JM TT BB GY LC VC AG GD KN DM LK ZA BD US IT ZW,open-meteo-geocoding,
"Warner Park, Basseterre",warner park basseterre,mapped,St Kitts,St Kitts,South Australia,AU,Australia,-34.3517,139.0852,Australia/Adelaide,JM TT BB GY LC VC AG GD KN DM US AU BD ZA GB NL NZ IN PK,open-meteo-geocoding,
"Warner Park, Basseterre, St Kitts",warner park basseterre st kitts,mapped,Basseterre,Basse Terre,Princes Town,TT,Trinidad and Tobago,10.1273,-61.2962,America/Port_of_Spain,JM TT BB GY LC VC AG GD KN DM US BD AU IN,open-meteo-geocoding,
"Warner Park, St Kitts",warner park st kitts,mapped,Basseterre,Basse Terre,Princes Town,TT,Trinidad and Tobago,10.1273,-61.2962,America/Port_of_Spain,JM TT BB GY LC VC AG GD KN DM GB IE,open-meteo-geocoding,
Waverley Oval,waverley oval,mapped,Sydney,Sydney,New South Wales,AU,Australia,-33.8678,151.2073,Australia/Sydney,AU,open-meteo-geocoding,
Welagedara Stadium,welagedara stadium,mapped,Kurunegala,Kurunegala,North Western Province,LK,Sri Lanka,7.4839,80.3683,Asia/Colombo,LK IN,open-meteo-geocoding,
"Welagedara Stadium, Kurunegala",welagedara stadium kurunegala,mapped,Kurunegala,Kurunegala,North Western Province,LK,Sri Lanka,7.4839,80.3683,Asia/Colombo,LK,open-meteo-geocoding,
Welbeck Abbey Cricket Ground,welbeck abbey cricket ground,mapped,Worksop,Worksop,England,GB,United Kingdom,53.3018,-1.1240,Europe/London,GB,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
"Welbeck Colliery Cricket Club Ground, Market Warsop",welbeck colliery cricket club ground market warsop,mapped,Market Warsop,Market Warsop,England,GB,United Kingdom,53.2052,-1.1526,Europe/London,GB,open-meteo-geocoding,
West End Park International Cricket Stadium,west end park international cricket stadium,mapped,Doha,Doha,Balochistan,PK,Pakistan,30.6071,68.6150,Asia/Karachi,PK ZA IE GB,open-meteo-geocoding,
"West End Park International Cricket Stadium, Doha",west end park international cricket stadium doha,mapped,Doha,Doha,Baladiyat ad Dawhah,QA,Qatar,25.2855,51.5310,Asia/Qatar,QA BH SA KW MV OM AE TH NP KH BT HK,open-meteo-geocoding,
West Mersea Cricket Club,west mersea cricket club,mapped,West Mersea,West Mersea,England,GB,United Kingdom,51.7780,0.9187,Europe/London,NO VU,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
West Park Oval,west park oval,mapped,Burnie,Burnie,Tasmania,AU,Australia,-41.0558,145.9038,Australia/Hobart,AU,open-meteo-geocoding,
Western Australia Cricket Association Ground,western australia cricket association ground,mapped,Perth,Perth,Western Australia,AU,Australia,-31.9522,115.8614,Australia/Perth,AU ZA GB IN LK NZ JM TT BB GY LC VC AG GD KN DM PK AE,open-meteo-geocoding,
"Western Australia Cricket Association Ground, Perth",western australia cricket association ground perth,mapped,Perth,Perth,Western Australia,AU,Australia,-31.9522,115.8614,Australia/Perth,AU IN ZW ZA,open-meteo-geocoding,
"Westpac Park, Hamilton",westpac park hamilton,mapped,Hamilton,Hamilton,Waikato Region,NZ,New Zealand,-37.7833,175.2833,Pacific/Auckland,IN NZ,open-meteo-geocoding,
Westpac Stadium,westpac stadium,mapped,Wellington,Wellington,Wellington Region,NZ,New Zealand,-41.2866,174.7756,Pacific/Auckland,NZ GB IN AU ZA PK LK JM TT BB GY LC VC AG GD KN DM AE,open-meteo-geocoding,
"Westpac Stadium, Wellington",westpac stadium wellington,mapped,Wellington,Wellington,Wellington Region,NZ,New Zealand,-41.2866,174.7756,Pacific/Auckland,NZ IN,open-meteo-geocoding,
"White Hill Field, Sandys Parish",white hill field sandys parish,mapped,Hamilton,Hamilton,Hamilton city,BM,,32.2949,-64.7830,Atlantic/Bermuda,BM KY CA PA US BS BR BZ,open-meteo-geocoding,
White Hills Oval,white hills oval,mapped,Bendigo,Bendigo,Victoria,AU,Australia,-36.7582,144.2802,Australia/Melbourne,FJ ID JP PH,open-meteo-geocoding,country not among the archive's votes
"Whitegate Park, Blackpool",whitegate park blackpool,mapped,Blackpool,Blackpool,England,GB,United Kingdom,53.8167,-3.0500,Europe/London,GB,open-meteo-geocoding,
Willowmoore Park,willowmoore park,mapped,Benoni,Benoni,Gauteng,ZA,South Africa,-26.1885,28.3208,Africa/Johannesburg,ZA GB PK ZW CA IE NG TZ SL ZM GH QA JE GG BM NL BW KY DE VU BD AU,open-meteo-geocoding,
Willowmoore Park A Field,willowmoore park a field,mapped,Benoni,Benoni,Gauteng,ZA,South Africa,-26.1885,28.3208,Africa/Johannesburg,IT KY GG VU GH DE,open-meteo-geocoding,country not among the archive's votes
Willowmoore Park B Field,willowmoore park b field,mapped,Benoni,Benoni,Gauteng,ZA,South Africa,-26.1885,28.3208,Africa/Johannesburg,GH SL NG BW VU JE TZ ZM IT GG DE,open-meteo-geocoding,country not among the archive's votes
Willowmoore Park C Field,willowmoore park c field,mapped,Benoni,Benoni,Gauteng,ZA,South Africa,-26.1885,28.3208,Africa/Johannesburg,BW ZM TZ GH QA NG SL IT DE VU JE,open-meteo-geocoding,country not among the archive's votes
"Willowmoore Park, Benoni",willowmoore park benoni,mapped,Benoni,Benoni,Gauteng,ZA,South Africa,-26.1885,28.3208,Africa/Johannesburg,ZA UG BW TZ KE GH MZ NZ BD PK MW CM NL LK GB IN JM TT BB GY LC VC AG GD KN DM CA,open-meteo-geocoding,
"Windsor Park, Roseau",windsor park roseau,mapped,Dominica,Dominica,,DM,Dominica,15.5000,-61.3333,America/Dominica,JM TT BB GY LC VC AG GD KN DM BD ZA AU NZ PK IN ZW,open-meteo-geocoding,
"Windsor Park, Roseau, Dominica",windsor park roseau dominica,mapped,Roseau,Roseau,Anse-la-Raye,LC,Saint Lucia,13.9537,-61.0244,America/St_Lucia,JM TT BB GY LC VC AG GD KN DM BD IN,open-meteo-geocoding,
"Wong Cricket Field, Woodley Park",wong cricket field woodley park,mapped,Los Angeles,Los Angeles,California,US,United States,34.0522,-118.2437,America/Los_Angeles,US IT BM DK OM JE,open-meteo-geocoding,
"Woodbridge Road, Guildford",woodbridge road guildford,mapped,Guildford,Guildford,England,GB,United Kingdom,51.2354,-0.5743,Europe/London,GB,open-meteo-geocoding,
"Woodley Cricket Field, Los Angeles",woodley cricket field los angeles,mapped,Los Angeles,Los Angeles,California,US,United States,34.0522,-118.2437,America/Los_Angeles,US AR CA BR,open-meteo-geocoding,
"Woodvale Road, Eglinton",woodvale road eglinton,mapped,Eglinton,Eglinton,Northern Ireland,GB,United Kingdom,55.0167,-7.1833,Europe/London,IE GB,open-meteo-geocoding,
"Wright Cricket Field, Woodley Park",wright cricket field woodley park,mapped,Los Angeles,Los Angeles,California,US,United States,34.0522,-118.2437,America/Los_Angeles,DK BM IT JE US OM,open-meteo-geocoding,
YMCA Cricket Club,ymca cricket club,mapped,Dublin,Dublin,Leinster,IE,Ireland,53.3331,-6.2489,Europe/Dublin,IE GB PK AU NL LK NZ BD JM TT BB GY LC VC AG GD KN DM TH,open-meteo-geocoding,
"YSD-UKM Cricket Oval, Bangi",ysd ukm cricket oval bangi,mapped,Bangi,Bangi,Selangor,MY,Malaysia,2.9000,101.7833,Asia/Kuala_Lumpur,MY NP KW MM CN OM HK AE SG MN SA MV PH JP TH ID BT BH,open-meteo-geocoding,
Yeonhui Cricket Ground,yeonhui cricket ground,mapped,Incheon,Incheon,Incheon,KR,South Korea,37.4565,126.7052,Asia/Seoul,CN HK KR MY LK NP BD JP TH PK KW MV,open-meteo-geocoding,
"Yeonhui Cricket Ground, Incheon",yeonhui cricket ground incheon,mapped,Incheon,Incheon,Incheon,KR,South Korea,37.4565,126.7052,Asia/Seoul,JP KR ID PH HK CN,open-meteo-geocoding,
York Cricket Club,york cricket club,mapped,York,York,England,GB,United Kingdom,53.9576,-1.0827,Europe/London,GB,open-meteo-geocoding,
Zahur Ahmed Chowdhury Stadium,zahur ahmed chowdhury stadium,mapped,Chittagong,Chittagong,Chittagong,BD,Bangladesh,22.3384,91.8317,Asia/Dhaka,BD ZW LK GB ZA JM TT BB GY LC VC AG GD KN DM NL NZ IN PK HK NP AU,open-meteo-geocoding,
"Zahur Ahmed Chowdhury Stadium, Chattogram",zahur ahmed chowdhury stadium chattogram,mapped,Chattogram,Chittagong,Chittagong,BD,Bangladesh,22.3384,91.8317,Asia/Dhaka,BD ZW LK GB PK IE IN ZA,open-meteo-geocoding,
"Zahur Ahmed Chowdhury Stadium, Chittagong",zahur ahmed chowdhury stadium chittagong,mapped,Chattogram,Chittagong,Chittagong,BD,Bangladesh,22.3384,91.8317,Asia/Dhaka,BD,open-meteo-geocoding,
Zayed Cricket Stadium,zayed cricket stadium,mapped,Abu Dhabi,Abu Dhabi,Abu Dhabi Emirate,AE,United Arab Emirates,24.4512,54.3970,Asia/Dubai,US IT IE GB UG,open-meteo-geocoding,country not among the archive's votes
"Zayed Cricket Stadium, Abu Dhabi",zayed cricket stadium abu dhabi,mapped,Abu Dhabi,Abu Dhabi,Abu Dhabi Emirate,AE,United Arab Emirates,24.4512,54.3970,Asia/Dubai,AE GB IE IN LK ZA NL NA BD AU PK JM TT BB GY LC VC AG GD KN DM ZW VU US UG OM NZ TH HK,open-meteo-geocoding,
Zhejiang University of Technology Cricket Field,zhejiang university of technology cricket field,mapped,Hangzhou,Hangzhou,Zhejiang,CN,China,30.2936,120.1614,Asia/Shanghai,IN BD MN HK PK CN MM LK MY NP TH,open-meteo-geocoding,
Zohur Ahmed Chowdhury Stadium,zohur ahmed chowdhury stadium,mapped,Chittagong,Chittagong,Chittagong,BD,Bangladesh,22.3384,91.8317,Asia/Dhaka,BD ZW GB,open-meteo-geocoding,
